{0.299137,0.106366,-0.099606,-0.309981,-0.514122,-0.702434,-0.868546,-1.009636,-1.125426,-1.216946,-1.285648,-1.332943,-1.360019,-1.367816,-1.357055,-1.328294,-1.281982,-1.218515,-1.138302,-1.041838,-0.929802,-0.803181,-0.663411,-0.512502,-0.353109,-0.188480,-0.022253,0.141849,0.300369,0.450379,0.589612,0.716444,0.829805,0.929034,1.013760,1.083796,1.139070,1.179578,1.205348,1.216423,1.212829,1.194555,1.161513,1.113499,1.050137,0.970824,0.874684,0.760566,0.627169,0.473403,},
{0.387373,0.293176,0.221266,0.170518,0.139763,0.133156,0.140695,0.163866,0.207152,0.258289,0.319692,0.382694,0.454396,0.508633,0.558695,0.596198,0.619393,0.618671,0.590838,0.563418,0.548469,0.523374,0.484967,0.430670,0.359175,0.270314,0.163726,0.049311,-0.057392,-0.144607,-0.240035,-0.300071,-0.308315,-0.317432,-0.314007,-0.295208,-0.203675,-0.133117,-0.086175,-0.031408,0.024874,0.078383,0.125562,0.161885,0.181142,0.198850,0.198828,0.204681,0.297069,0.450512,},
{-1.570099,-1.554934,-1.554859,-1.558942,-1.560330,-1.570479,-1.567270,-1.559582,-1.569060,-1.566536,-1.568809,-1.559558,-1.570594,-1.537098,-1.508605,-1.470613,-1.425393,-1.356106,-1.260517,-1.196866,-1.186984,-1.182650,-1.174249,-1.151104,-1.102814,-1.019878,-0.892693,-0.738205,-0.588915,-0.469165,-0.314366,-0.218881,-0.211592,-0.174171,-0.134613,-0.101515,-0.200616,-0.242729,-0.230056,-0.238325,-0.261530,-0.297753,-0.346274,-0.403953,-0.463621,-0.557305,-0.653038,-0.788072,-1.090476,-1.515206,},
{-0.833130,-0.797731,-0.734622,-0.662338,-0.595288,-0.526173,-0.484561,-0.463060,-0.435782,-0.437083,-0.443852,-0.472472,-0.480778,-0.542331,-0.594707,-0.652748,-0.712437,-0.789728,-0.883664,-0.937349,-0.932281,-0.911520,-0.881514,-0.850362,-0.827158,-0.821232,-0.841830,-0.873176,-0.889583,-0.878484,-0.894222,-0.877311,-0.823997,-0.817393,-0.842923,-0.894821,-0.895979,-0.950603,-1.053852,-1.152711,-1.246874,-1.333973,-1.411171,-1.477081,-1.532663,-1.552681,-1.552918,-1.502278,-1.292261,-0.916255,},
{0.188480,0.075949,-0.038387,-0.152516,-0.264447,-0.372305,-0.474426,-0.569409,-0.656140,-0.733773,-0.801684,-0.859408,-0.906556,-0.942740,-0.967493,-0.980212,-0.980135,-0.966343,-0.937836,-0.893643,-0.833006,-0.755595,-0.661751,-0.552713,-0.430752,-0.299137,-0.161880,-0.023281,0.112580,0.242244,0.363063,0.473183,0.571404,0.657000,0.729556,0.788850,0.834783,0.867329,0.886523,0.892456,0.885274,0.865190,0.832488,0.787542,0.730828,0.662942,0.584627,0.496798,0.400570,0.297276,},
{0.201321,0.193962,0.185201,0.178498,0.171387,0.166037,0.170305,0.192450,0.233223,0.272547,0.319024,0.371276,0.424356,0.473031,0.521529,0.557591,0.587635,0.609721,0.611267,0.601448,0.579470,0.555890,0.509575,0.473587,0.428703,0.387373,0.343375,0.307824,0.269393,0.243276,0.220298,0.184774,0.162458,0.153150,0.156508,0.171994,0.191782,0.220621,0.249083,0.284304,0.316114,0.343013,0.363756,0.364470,0.354295,0.315203,0.254476,0.204892,0.204654,0.204864,},
{-0.865141,-0.966188,-1.066851,-1.169888,-1.260968,-1.332142,-1.393542,-1.466754,-1.552570,-1.561460,-1.561744,-1.564056,-1.564452,-1.559600,-1.564146,-1.559549,-1.561552,-1.568914,-1.564294,-1.562106,-1.559645,-1.569660,-1.556725,-1.566733,-1.565646,-1.570099,-1.564931,-1.570154,-1.556619,-1.562198,-1.559512,-1.452577,-1.350615,-1.257853,-1.177931,-1.113939,-1.047704,-1.000341,-0.951427,-0.925871,-0.902231,-0.882064,-0.866771,-0.828387,-0.791693,-0.719581,-0.629568,-0.587419,-0.666866,-0.763709,},
{-0.959337,-0.850930,-0.732779,-0.605586,-0.489942,-0.404692,-0.347559,-0.296492,-0.251450,-0.334243,-0.441522,-0.552549,-0.666319,-0.780933,-0.877245,-0.970264,-1.041938,-1.091569,-1.132642,-1.151190,-1.149127,-1.115532,-1.082151,-1.009976,-0.931272,-0.833130,-0.733213,-0.613899,-0.510463,-0.382773,-0.266489,-0.302993,-0.347733,-0.396280,-0.444654,-0.489226,-0.549068,-0.599090,-0.659013,-0.702337,-0.749060,-0.796126,-0.840888,-0.906166,-0.967591,-1.052971,-1.143344,-1.188269,-1.134764,-1.055584,},
{-0.188480,-0.297276,-0.400570,-0.496798,-0.584627,-0.662942,-0.730828,-0.787542,-0.832488,-0.865190,-0.885274,-0.892456,-0.886523,-0.867329,-0.834783,-0.788850,-0.729556,-0.657000,-0.571404,-0.473183,-0.363063,-0.242244,-0.112580,0.023281,0.161880,0.299137,0.430752,0.552713,0.661751,0.755595,0.833006,0.893643,0.937836,0.966343,0.980135,0.980212,0.967493,0.942740,0.906556,0.859408,0.801684,0.733773,0.656140,0.569409,0.474426,0.372305,0.264447,0.152516,0.038387,-0.075949,},
{0.299592,0.195913,0.098773,0.015168,-0.057034,-0.119785,-0.163221,-0.192211,-0.204107,-0.179245,-0.122051,-0.066042,-0.001985,0.060344,0.134945,0.213927,0.273071,0.326289,0.367494,0.404949,0.506101,0.639089,0.608336,0.529186,0.454021,0.387373,0.317410,0.252137,0.205727,0.168898,0.147175,0.144042,0.155728,0.181945,0.225654,0.282903,0.341412,0.416552,0.480949,0.553676,0.614864,0.670515,0.709981,0.732075,0.736072,0.729821,0.688185,0.605642,0.507743,0.404770,},
{-1.088929,-0.970814,-0.860498,-0.770688,-0.690270,-0.606931,-0.539268,-0.469933,-0.405613,-0.395584,-0.433790,-0.451596,-0.479817,-0.505575,-0.565988,-0.649446,-0.712781,-0.789489,-0.871196,-0.973805,-1.208752,-1.516567,-1.569696,-1.556829,-1.556975,-1.570099,-1.566848,-1.554948,-1.560662,-1.559394,-1.559327,-1.566283,-1.567138,-1.561950,-1.564145,-1.569298,-1.555505,-1.568446,-1.554447,-1.563095,-1.561030,-1.567303,-1.567618,-1.564249,-1.558162,-1.565615,-1.533042,-1.437367,-1.323781,-1.207603,},
{-0.755280,-0.743536,-0.721804,-0.684377,-0.648960,-0.634641,-0.632688,-0.664305,-0.725457,-0.777802,-0.822969,-0.904806,-0.993001,-1.090659,-1.165933,-1.222544,-1.288166,-1.334489,-1.363800,-1.359733,-1.225938,-0.990025,-0.949776,-0.944579,-0.904175,-0.833130,-0.766417,-0.704317,-0.626014,-0.564273,-0.516436,-0.480168,-0.473546,-0.496224,-0.529011,-0.572381,-0.644683,-0.689429,-0.759098,-0.796997,-0.834070,-0.848541,-0.852785,-0.843343,-0.818519,-0.761182,-0.725939,-0.739071,-0.754758,-0.759237,},
{-0.299137,-0.473403,-0.627169,-0.760566,-0.874684,-0.970824,-1.050137,-1.113499,-1.161513,-1.194555,-1.212829,-1.216423,-1.205348,-1.179578,-1.139070,-1.083796,-1.013760,-0.929034,-0.829805,-0.716444,-0.589612,-0.450379,-0.300369,-0.141849,0.022253,0.188480,0.353109,0.512502,0.663411,0.803181,0.929802,1.041838,1.138302,1.218515,1.281982,1.328294,1.357055,1.367816,1.360019,1.332943,1.285648,1.216946,1.125426,1.009636,0.868546,0.702434,0.514122,0.309981,0.099606,-0.106366,},
{0.387373,0.358971,0.330005,0.289220,0.231598,0.169488,0.111648,0.063670,0.032935,0.023520,0.023221,0.046789,0.075043,0.112796,0.156153,0.200928,0.227923,0.245381,0.248276,0.229404,0.175928,0.228597,0.262977,0.304108,0.306286,0.270314,0.216980,0.154694,0.092076,0.037817,0.000546,-0.012075,0.004569,0.050380,0.104605,0.172746,0.249457,0.337583,0.431574,0.551726,0.616560,0.641066,0.645682,0.626009,0.599127,0.550399,0.510342,0.467662,0.434838,0.404091,},
{-1.570099,-1.561849,-1.561226,-1.543371,-1.470309,-1.353076,-1.214202,-1.074999,-0.960790,-0.881724,-0.799396,-0.762302,-0.719973,-0.694207,-0.681838,-0.679393,-0.648997,-0.617970,-0.580436,-0.525259,-0.428727,-0.574825,-0.707436,-0.876597,-0.983965,-1.019878,-1.018459,-0.988385,-0.941216,-0.891397,-0.855431,-0.849163,-0.882895,-0.957603,-1.022119,-1.095726,-1.171545,-1.263331,-1.363699,-1.519904,-1.569467,-1.569406,-1.568441,-1.560575,-1.567319,-1.558219,-1.565973,-1.564134,-1.565497,-1.558450,},
